"Category","Description","Nutrient Data Bank Number","Data.Alpha Carotene","Data.Ash","Data.Beta Carotene","Data.Beta Cryptoxanthin","Data.Carbohydrate","Data.Cholesterol","Data.Choline","Data.Fiber","Data.Kilocalories","Data.Lutein and Zeaxanthin","Data.Lycopene","Data.Manganese","Data.Niacin","Data.Pantothenic Acid","Data.Protein","Data.Refuse Percentage","Data.Retinol","Data.Riboflavin","Data.Selenium","Data.Sugar Total","Data.Thiamin","Data.Water","Data.Fat.Monosaturated Fat","Data.Fat.Polysaturated Fat","Data.Fat.Saturated Fat","Data.Fat.Total Lipid","Data.Household Weights.1st Household Weight","Data.Household Weights.1st Household Weight Description","Data.Household Weights.2nd Household Weight","Data.Household Weights.2nd Household Weight Description","Data.Major Minerals.Calcium","Data.Major Minerals.Copper","Data.Major Minerals.Iron","Data.Major Minerals.Magnesium","Data.Major Minerals.Phosphorus","Data.Major Minerals.Potassium","Data.Major Minerals.Sodium","Data.Major Minerals.Zinc","Data.Vitamins.Vitamin A - IU","Data.Vitamins.Vitamin A - RAE","Data.Vitamins.Vitamin B12","Data.Vitamins.Vitamin B6","Data.Vitamins.Vitamin C","Data.Vitamins.Vitamin E","Data.Vitamins.Vitamin K"
"VEAL","VEAL,SHLDR,ARM,LN,CKD,BRSD","17126","0","1.31","0","0","0.0","155","0","0.0","201","0","0","0.038","10.71","1.39","35.73","29","0","0.33","15.3","0.0","0.06","58.2","1.9","0.48","1.49","5.33","85.0","3 oz","160","1 steak, excluding refuse (yield from 1 raw steak, with refuse, weighing 385 g)","30","0.135","1.41","30","276","347","90","6.24","0","0","1.82","0.3","0.0","0.47","0.0"
"VEAL","VEAL,SHLDR,ARM,LN,CKD,RSTD","17127","0","1.47","0","0","0.0","109","0","0.0","164","0","0","0.03","8.24","1.19","26.13","24","0","0.33","11.3","0.0","0.07","66.47","2.16","0.43","2.31","5.81","272.0","1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","85","3 oz","27","0.146","1.16","27","226","356","91","4.32","0","0","1.57","0.3","0.0","0.5","0.0"
"VEAL","VEAL,SHLDR,BLADE,LN&FAT,RAW","17128","0","1.04","0","0","0.0","90","0","0.0","129","0","0","0.028","5.45","1.51","19.23","32","0","0.3","8.1","0.0","0.09","75.15","1.87","0.42","1.94","5.2","28.35","1 oz","454","1 lb","23","0.118","0.87","23","200","289","95","4.31","0","0","1.82","0.37","0.0","0.28","0.0"
"VEAL","VEAL,SHLDR,BLADE,LN&FAT,CKD,BRSD","17129","0","1.22","0","0","0.0","153","122","0.0","225","0","0","0.036","5.5","1.52","31.26","35","0","0.35","14.0","0.0","0.06","56.98","3.85","0.74","3.64","10.09","186.0","1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","85","3 oz","38","0.164","1.44","26","244","297","98","7.0","0","0","1.93","0.24","0.0","0.44","6.6"
"VEAL","VEAL,SHLDR,BLADE,LN&FAT,CKD,RSTD","17130","0","1.38","0","0","0.0","117","0","0.0","186","0","0","0.03","5.73","1.38","25.15","32","0","0.35","10.6","0.0","0.07","65.54","3.24","0.64","3.46","8.67","244.0","1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","85","3 oz","28","0.138","1.0","24","212","306","100","5.58","0","0","2.01","0.24","0.0","0.47","0.0"
"VEAL","VEAL,SHLDR,BLADE,LN,RAW","17131","0","1.06","0","0","0.0","90","0","0.0","113","0","0","0.029","5.55","1.54","19.64","34","0","0.31","8.1","0.0","0.09","76.71","1.05","0.34","0.98","3.26","28.35","1 oz","454","1 lb","23","0.121","0.88","23","204","295","97","4.42","0","0","1.86","0.37","0.0","0.27","0.0"
"VEAL","VEAL,SHLDR,BLADE,LN,CKD,BRSD","17132","0","1.24","0","0","0.0","158","127","0.0","198","0","0","0.038","5.68","1.59","32.66","39","0","0.36","14.5","0.0","0.06","59.24","2.31","0.58","1.81","6.48","174.0","1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","85","3 oz","40","0.171","1.47","28","252","305","101","7.39","0","0","2.01","0.25","0.0","0.45","6.8"
"VEAL","VEAL,SHLDR,BLADE,LN,CKD,RSTD","17133","0","1.39","0","0","0.0","119","0","0.0","171","0","0","0.03","5.82","1.41","25.64","34","0","0.36","10.7","0.0","0.07","66.9","2.47","0.56","2.57","6.88","236.0","1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","85","3 oz","28","0.141","1.0","24","215","310","102","5.72","0","0","2.06","0.24","0.0","0.5","0.0"
"VEAL","VEAL,SIRLOIN,LN&FAT,RAW","17134","0","1.04","0","0","0.0","78","82","0.0","152","0","0","0.027","8.44","1.36","19.07","25","0","0.3","8.5","0.0","0.08","71.85","3.04","0.51","3.35","7.81","28.35","1 oz","454","1 lb","11","0.11","0.78","24","209","329","76","2.55","0","0","1.27","0.49","0.0","0.25","4.6"
"VEAL","VEAL,SIRLOIN,LN&FAT,CKD,BRSD","17135","0","1.16","0","0","0.0","108","0","0.0","252","0","0","0.035","6.58","1.01","31.26","26","0","0.35","14.0","0.0","0.05","54.49","5.15","0.87","5.18","13.14","205.0","1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","85","3 oz","17","0.128","1.2","27","243","321","79","4.32","0","0","1.48","0.35","0.0","0.41","0.0"
"VEAL","VEAL,SIRLOIN,LN&FAT,CKD,RSTD","17136","0","1.39","0","0","0.0","102","100","0.0","202","0","0","0.029","8.87","1.26","25.14","25","0","0.35","11.1","0.0","0.06","62.66","4.08","0.68","4.51","10.45","269.0","1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","85","3 oz","13","0.129","0.92","26","223","351","83","3.35","0","0","1.42","0.32","0.0","0.42","6.6"
"VEAL","VEAL,SIRLOIN,LN,RAW","17137","0","1.09","0","0","0.0","79","0","0.0","110","0","0","0.029","8.97","1.45","20.2","31","0","0.31","8.7","0.0","0.08","75.94","0.83","0.27","0.78","2.59","28.35","1 oz","454","1 lb","11","0.116","0.8","26","220","348","80","2.73","0","0","1.34","0.52","0.0","0.25","0.0"
"VEAL","VEAL,SIRLOIN,LN,CKD,BRSD","17138","0","1.2","0","0","0.0","113","0","0.0","204","0","0","0.038","7.05","1.08","33.96","34","0","0.38","15.0","0.0","0.06","58.55","2.33","0.58","1.82","6.51","183.0","1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","85","3 oz","19","0.138","1.23","29","259","339","81","4.75","0","0","1.59","0.38","0.0","0.44","0.0"
"VEAL","VEAL,SIRLOIN,LN,CKD,RSTD","17139","0","1.44","0","0","0.0","104","0","0.0","168","0","0","0.03","9.33","1.32","26.32","30","0","0.37","11.5","0.0","0.06","65.74","2.28","0.48","2.41","6.22","251.0","1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)","85","3 oz","14","0.136","0.91","27","231","365","85","3.54","0","0","1.49","0.34","0.0","0.46","0.0"
"VEAL","VEAL,CUBED FOR STEW (LEG&SHLDR),LN,RAW","17140","0","1.1","0","0","0.0","84","0","0.0","109","0","0","0.029","7.4","1.25","20.27","0","0","0.29","8.8","0.0","0.09","76.39","0.8","0.26","0.75","2.5","28.35","1 oz","454","1 lb","17","0.118","0.88","25","213","331","83","3.48","0","0","1.49","0.45","0.0","0.27","0.0"
"VEAL","VEAL,CUBED FOR STEW (LEG&SHLDR),LN,CKD,BRSD","17141","0","1.89","0","0","0.0","145","0","0.0","188","0","0","0.04","8.3","1.19","34.94","0","0","0.4","15.2","0.0","0.07","59.29","1.39","0.45","1.3","4.31","263.0","1 unit, cooked (yield from 1 lb raw meat)","85","3 oz","29","0.153","1.44","28","239","342","93","6.01","0","0","1.67","0.38","0.0","0.45","0.0"
"VEAL","VEAL,GROUND,RAW","17142","0","1.04","0","0","0.0","82","0","0.0","144","0","0","0.028","7.5","1.31","19.35","0","0","0.27","8.1","0.0","0.08","72.84","2.57","0.48","2.79","6.77","28.35","1 oz","113","4 oz","15","0.109","0.83","24","203","315","82","3.06","0","0","1.34","0.41","0.0","0.26","0.0"
"VEAL","VEAL,GROUND,CKD,BRLD","17143","0","1.31","0","0","0.0","103","95","0.0","172","0","0","0.035","8.03","1.16","24.38","0","0","0.27","13.7","0.0","0.07","66.76","2.84","0.55","3.04","7.56","299.0","1 unit, cooked (yield from 1 lb raw meat)","85","3 oz","17","0.103","0.99","24","217","337","83","3.87","0","0","1.27","0.39","0.0","0.15","1.2"
"GAME MEAT","GAME MEAT,ANTELOPE,RAW","17144","0","1.1","0","0","0.0","95","0","0.0","114","0","0","0.02","0.0","0.0","22.38","0","0","0.58","9.7","0.0","0.32","74.08","0.48","0.44","0.74","2.03","28.35","1 oz","454","1 lb","3","0.18","3.19","27","188","353","51","1.28","0","0","0.0","0.0","0.0","0.0","0.0"
"GAME MEAT","GAME MEAT,ANTELOPE,CKD,RSTD","17145","0","1.45","0","0","0.0","126","0","0.0","150","0","0","0.022","0.0","0.0","29.45","0","0","0.73","12.9","0.0","0.26","65.9","0.63","0.58","0.97","2.67","340.0","1 piece, cooked (yield from 1 lb raw meat, boneless)","85","3 oz","4","0.213","4.2","28","210","372","54","1.68","0","0","0.0","0.0","0.0","0.0","0.0"
"GAME MEAT","GAME MEAT,BEAR,RAW","17146","0","0.7","0","0","0.0","0","0","0.0","161","0","0","0.0","3.2","0.0","20.1","0","0","0.68","8.3","0.0","0.16","71.2","0.0","0.0","0.0","8.3","28.35","1 oz","454","1 lb","3","0.0","6.65","0","151","0","0","0.0","0","0","0.0","0.0","0.0","0.0","0.0"
"GAME MEAT","GAME MEAT,BEAR,CKD,SIMMRD","17147","0","1.13","0","0","0.0","98","122","0.0","259","0","0","0.0","3.35","0.0","32.42","0","0","0.82","11.2","0.0","0.1","53.55","5.66","2.4","3.54","13.39","277.0","1 piece, cooked (yield from 1 lb raw meat, boneless)","85","3 oz","5","0.148","10.73","23","170","263","71","10.27","0","0","2.47","0.29","0.0","0.49","1.8"
"BISON","BISON,GROUND,GRASS-FED,CKD","17148","0","1.02","0","0","0.0","71","97","0.0","179","0","0","0.0","5.966","0.0","25.45","0","0","0.264","31.1","0.0","0.139","65.09","3.293","0.402","3.489","8.62","85.05","3 oz","0","","14","0.151","3.19","23","213","353","76","5.34","0","0","2.44","0.401","0.0","0.2","1.3"
"BISON","BISON,GROUND,GRASS-FED,RAW","17149","0","0.91","0","0","0.05","55","86","0.0","146","0","0","0.0","5.322","0.0","20.23","0","0","0.246","20.0","0.0","0.141","71.59","2.753","0.336","2.917","7.21","0.0","","0","","11","0.14","2.78","21","194","328","70","4.59","0","0","1.94","0.383","0.0","0.19","1.2"
"GAME MEAT","GAME MEAT,BEAVER,RAW","17150","0","1.0","0","0","0.0","0","0","0.0","146","0","0","0.0","1.9","0.0","24.05","0","0","0.22","26.6","0.0","0.06","70.97","0.0","0.0","0.0","4.8","28.35","1 oz","454","1 lb","15","0.0","6.9","25","237","348","51","0.0","0","0","0.0","0.0","2.0","0.0","0.0"
"GAME MEAT","GAME MEAT,BEAVER,CKD,RSTD","17151","0","1.45","0","0","0.0","117","130","0.0","212","0","0","0.0","2.2","0.93","34.85","0","0","0.31","43.1","0.0","0.05","57.92","1.89","1.35","2.07","6.96","313.0","1 piece, cooked (yield from 1 lb raw meat, boneless)","85","3 oz","22","0.189","10.0","29","292","403","59","2.27","0","0","8.3","0.47","3.0","0.45","1.6"
"GAME MEAT","GAME MEAT,BEEFALO,COMP OF CUTS,RAW","17152","0","0.92","0","0","0.0","44","0","0.0","143","0","0","0.0","4.64","0.55","23.3","0","0","0.09","9.8","0.0","0.04","70.89","2.04","0.15","2.04","4.8","28.35","1 oz","454","1 lb","18","0.0","2.32","0","224","436","78","4.86","0","0","2.42","0.0","7.0","0.0","0.0"
"GAME MEAT","GAME MEAT,BEEFALO,COMP OF CUTS,CKD,RSTD","17153","0","1.21","0","0","0.0","58","0","0.0","188","0","0","0.0","4.89","0.58","30.66","0","0","0.11","13.1","0.0","0.03","61.7","2.68","0.2","2.68","6.32","340.0","1 piece, cooked (yield from 1 lb raw meat, boneless)","85","3 oz","24","0.0","3.05","0","250","459","82","6.4","0","0","2.55","0.0","9.0","0.0","0.0"
"GAME MEAT","GAME MEAT,BISON,LN,RAW","17156","0","1.2","0","0","0.0","62","0","0.0","109","0","0","0.007","1.91","0.0","21.62","0","0","0.094","27.0","0.0","0.0","74.57","0.72","0.19","0.69","1.84","28.35","1 oz","454","1 lb","6","0.09","2.6","25","187","343","54","2.8","0","0","0.0","0.0","0.0","0.0","0.0"
"GAME MEAT","GAME MEAT,BISON,LN,CKD,RSTD","17157","0","1.58","0","0","0.0","82","115","0.0","143","0","0","0.008","3.71","0.0","28.44","0","0","0.27","35.5","0.0","0.1","66.54","0.95","0.24","0.91","2.42","340.0","1 piece, cooked (yield from 1 lb raw meat, boneless)","85","3 oz","8","0.107","3.42","26","209","361","57","3.68","0","0","2.86","0.4","0.0","0.36","1.3"
"GAME MEAT","GAME MEAT,BOAR,WILD,RAW","17158","0","0.97","0","0","0.0","0","0","0.0","122","0","0","0.0","4.0","0.0","21.51","0","0","0.11","9.8","0.0","0.39","72.54","1.3","0.48","0.99","3.33","28.35","1 oz","454","1 lb","12","0.0","0.0","0","120","0","0","0.0","0","0","0.0","0.0","0.0","0.0","0.0"
"GAME MEAT","GAME MEAT,BOAR,WILD,CKD,RSTD","17159","0","1.27","0","0","0.0","77","117","0.0","160","0","0","0.0","4.21","0.0","28.3","0","0","0.14","13.0","0.0","0.31","63.87","1.71","0.64","1.3","4.38","340.0","1 piece, cooked (yield from 1 lb raw meat, boneless)","85","3 oz","16","0.056","1.12","27","134","396","60","3.01","0","0","0.7","0.418","0.0","0.38","1.4"
"GAME MEAT","GAME MEAT,BUFFALO,H2O,RAW","17160","0","1.05","0","0","0.0","46","0","0.0","99","0","0","0.0","5.97","0.16","20.39","0","0","0.2","9.0","0.0","0.04","76.3","0.42","0.27","0.46","1.37","28.35","1 oz","454","1 lb","12","0.151","1.61","32","197","297","53","1.93","0","0","1.66","0.53","0.0","0.0","0.0"
"GAME MEAT","GAME MEAT,BUFFALO,H2O,CKD,RSTD","17161","0","1.39","0","0","0.0","61","0","0.0","131","0","0","0.0","6.29","0.17","26.83","0","0","0.25","12.0","0.0","0.03","68.81","0.55","0.36","0.6","1.8","340.0","1 piece, cooked (yield from 1 lb raw meat, boneless)","85","3 oz","15","0.178","2.12","33","220","313","56","2.54","0","0","1.75","0.46","0.0","0.0","0.0"
"GAME MEAT","GAME MEAT,CARIBOU,RAW","17162","0","1.14","0","0","0.0","83","0","0.0","127","0","0","0.078","5.5","2.55","22.63","0","0","0.72","10.2","0.0","0.32","71.45","1.01","0.47","1.29","3.36","28.35","1 oz","454","1 lb","17","0.222","4.69","26","208","295","57","4.0","0","0","6.31","0.37","0.0","0.0","0.0"
"GAME MEAT","GAME MEAT,CARIBOU,CKD,RSTD","17163","0","1.5","0","0","0.0","109","123","0.0","167","0","0","0.087","5.79","2.68","29.77","0","0","0.9","13.6","0.0","0.25","62.43","1.33","0.62","1.7","4.42","340.0","1 piece, cooked (yield from 1 lb raw meat, boneless)","85","3 oz","22","0.263","6.17","27","233","310","60","5.26","0","0","6.64","0.32","3.0","0.4","1.4"
"GAME MEAT","GAME MEAT,DEER,RAW","17164","0","1.16","0","0","0.0","85","0","0.0","120","0","0","0.041","6.37","0.0","22.96","0","0","0.48","9.7","0.0","0.22","73.57","0.67","0.47","0.95","2.42","28.35","1 oz","454","1 lb","5","0.253","3.4","23","202","318","51","2.09","0","0","6.31","0.37","0.0","0.2","1.1"
"GAME MEAT","GAME MEAT,DEER,CKD,RSTD","17165","0","1.52","0","0","0.0","112","0","0.0","158","0","0","0.046","6.71","0.0","30.21","0","0","0.6","12.9","0.0","0.18","65.23","0.88","0.62","1.25","3.19","340.0","1 piece, cooked (yield from 1 lb raw meat, boneless)","85","3 oz","7","0.3","4.47","24","226","335","54","2.75","0","0","0.0","0.0","0.0","0.0","0.0"
"GAME MEAT","GAME MEAT,ELK,RAW","17166","0","1.0","0","0","0.0","55","0","0.0","111","0","0","0.012","0.0","0.0","22.95","0","0","0.0","9.8","0.0","0.0","74.38","0.36","0.3","0.53","1.45","28.35","1 oz","454","1 lb","4","0.12","2.76","23","161","312","58","2.4","0","0","0.0","0.0","0.0","0.0","0.0"
"GAME MEAT","GAME MEAT,ELK,CKD,RSTD","17167","0","1.32","0","0","0.0","73","0","0.0","146","0","0","0.013","0.0","0.0","30.19","0","0","0.0","13.0","0.0","0.0","66.28","0.48","0.4","0.7","1.9","340.0","1 piece, cooked (yield from 1 lb raw meat, boneless)","85","3 oz","5","0.142","3.63","24","180","328","61","3.16","0","0","0.0","0.0","0.0","0.0","0.0"
"GOAT","GOAT,RAW","17168","0","1.11","0","0","0.0","57","0","0.0","109","0","0","0.038","3.75","0.0","20.6","0","0","0.49","8.8","0.0","0.11","75.84","1.03","0.17","0.71","2.31","28.35","1 oz","454","1 lb","13","0.256","2.83","0","180","385","82","4.0","0","0","1.13","0.0","0.0","0.0","0.0"
"GAME MEAT","GAME MEAT,GOAT,CKD,RSTD","17169","0","1.46","0","0","0.0","75","106","0.0","143","0","0","0.042","3.95","0.0","27.1","0","0","0.61","11.8","0.0","0.09","68.21","1.36","0.23","0.93","3.03","340.0","1 piece, cooked (yield from 1 lb raw meat, boneless)","85","3 oz","17","0.303","3.73","0","201","405","86","5.27","0","0","1.19","0.0","0.0","0.34","1.2"
"GAME MEAT","GAME MEAT,HORSE,RAW","17170","0","0.99","0","0","0.0","52","0","0.0","133","0","0","0.019","4.6","0.0","21.39","0","0","0.1","10.1","0.0","0.13","72.63","1.61","0.65","1.44","4.6","28.35","1 oz","454","1 lb","6","0.144","3.82","24","221","360","53","2.9","0","0","3.0","0.38","1.0","0.0","0.0"
"GAME MEAT","GAME MEAT,HORSE,CKD,RSTD","17171","0","1.31","0","0","0.0","68","0","0.0","175","0","0","0.022","4.84","0.0","28.14","0","0","0.12","13.5","0.0","0.1","63.98","2.12","0.85","1.9","6.05","340.0","1 piece, cooked (yield from 1 lb raw meat, boneless)","85","3 oz","8","0.171","5.03","25","247","379","55","3.82","0","0","3.16","0.33","2.0","0.0","0.0"
"GAME MEAT","GAME MEAT,MOOSE,RAW","17172","0","1.13","0","0","0.0","59","0","0.0","102","0","0","0.008","5.0","0.0","22.24","0","0","0.27","9.6","0.0","0.06","75.55","0.15","0.24","0.22","0.74","28.35","1 oz","454","1 lb","5","0.067","3.21","23","158","317","65","2.8","0","0","0.0","0.0","4.0","0.0","0.0"
"GAME MEAT","GAME MEAT,MOOSE,CKD,RSTD","17173","0","1.49","0","0","0.0","78","115","0.0","134","0","0","0.009","5.26","0.0","29.27","0","0","0.34","12.8","0.0","0.05","67.83","0.2","0.31","0.29","0.97","340.0","1 piece, cooked (yield from 1 lb raw meat, boneless)","85","3 oz","6","0.079","4.22","24","176","334","69","3.68","0","0","6.31","0.37","5.0","0.2","1.2"
"GAME MEAT","GAME MEAT,MUSKRAT,RAW","17174","0","1.18","0","0","0.0","0","0","0.0","162","0","0","0.0","6.2","0.0","20.76","0","0","0.52","9.1","0.0","0.09","69.35","0.0","0.0","0.0","8.1","28.35","1 oz","454","1 lb","25","0.0","0.0","22","220","276","82","0.0","0","0","0.0","0.0","5.0","0.0","0.0"
"GAME MEAT","GAME MEAT,MUSKRAT,CKD,RSTD","17175","0","1.71","0","0","0.0","121","0","0.0","234","0","0","0.032","7.19","0.93","30.09","0","0","0.71","14.8","0.0","0.08","55.58","0.0","0.0","0.0","11.74","313.0","1 piece, cooked (yield from 1 lb raw meat, boneless)","85","3 oz","36","0.189","7.1","26","271","320","95","2.27","0","0","8.3","0.47","7.0","0.0","0.0"
"GAME MEAT","GAME MEAT,OPOSSUM,CKD,RSTD","17176","0","2.3","0","0","0.0","129","116","0.0","221","0","0","0.0","8.43","0.0","30.2","0","0","0.37","18.2","0.0","0.1","58.3","3.773","2.983","1.206","10.2","399.0","1 piece, cooked (yield from 1 lb raw meat, boneless)","85","3 oz","17","0.189","4.64","34","278","438","58","2.28","0","0","8.3","0.47","0.0","0.44","1.6"
"GAME MEAT","GAME MEAT,RABBIT,DOMESTICATED,COMP OF CUTS,RAW","17177","0","0.72","0","0","0.0","57","0","0.0","136","0","0","0.026","7.27","0.8","20.05","0","0","0.15","23.7","0.0","0.1","72.82","1.5","1.08","1.66","5.55","28.35","1 oz","454","1 lb","13","0.145","1.57","19","213","330","41","1.57","0","0","7.16","0.5","0.0","0.0","0.0"
"GAME MEAT","GAME MEAT,RABBIT,DOMESTICATED,COMP OF CUTS,CKD,RSTD","17178","0","1.04","0","0","0.0","82","0","0.0","197","0","0","0.032","8.43","0.93","29.06","0","0","0.21","38.5","0.0","0.09","60.61","2.17","1.56","2.4","8.05","313.0","1 piece, cooked (yield from 1 lb raw meat, boneless)","85","3 oz","19","0.189","2.27","21","263","383","47","2.27","0","0","8.3","0.47","0.0","0.0","0.0"
"GAME MEAT","GAME MEAT,RABBIT,DOMESTICATED,COMP OF CUTS,CKD,STWD","17179","0","1.09","0","0","0.0","86","121","0.0","206","0","0","0.032","7.16","0.67","30.38","0","0","0.17","38.5","0.0","0.06","58.82","2.27","1.63","2.51","8.41","299.0","1 piece, cooked (yield from 1 lb raw meat, boneless)","85","3 oz","20","0.176","2.37","20","226","300","37","2.37","0","0","6.51","0.34","0.0","0.44","1.6"
"GAME MEAT","GAME MEAT,RABBIT,WILD,RAW","17180","0","1.12","0","0","0.0","81","0","0.0","114","0","0","0.0","6.5","0.0","21.79","0","0","0.06","9.4","0.0","0.03","74.51","0.63","0.45","0.69","2.32","28.35","1 oz","454","1 lb","12","0.0","3.2","29","226","378","50","0.0","0","0","0.0","0.0","0.0","0.0","0.0"
"GAME MEAT","GAME MEAT,RABBIT,WILD,CKD,STWD","17181","0","1.7","0","0","0.0","123","130","0.0","173","0","0","0.0","6.4","0.0","33.02","0","0","0.07","15.2","0.0","0.02","61.37","0.95","0.68","1.05","3.51","299.0","1 piece, cooked (yield from 1 lb raw meat, boneless)","85","3 oz","18","0.176","4.85","31","240","343","45","2.38","0","0","6.51","0.34","0.0","0.41","1.5"
"GAME MEAT","GAME MEAT,RACCOON,CKD,RSTD","17182","0","1.5","0","0","0.0","97","115","0.0","255","0","0","0.0","4.68","0.0","29.2","0","0","0.52","18.0","0.0","0.59","54.3","5.21","2.09","4.07","14.5","399.0","1 piece, cooked (yield from 1 lb raw meat, boneless)","85","3 oz","14","0.189","7.1","30","261","398","79","2.27","0","0","8.3","0.47","0.0","0.49","1.7"
"GAME MEAT","GAME MEAT,SQUIRREL,RAW","17183","0","1.16","0","0","0.0","83","0","0.0","120","0","0","0.0","4.0","0.0","21.23","0","0","0.21","9.3","0.0","0.07","73.83","1.18","0.94","0.38","3.21","28.35","1 oz","454","1 lb","2","0.0","4.7","24","172","304","103","0.0","0","0","0.0","0.0","0.0","0.0","0.0"
"GAME MEAT","GAME MEAT,SQUIRREL,CKD,RSTD","17184","0","1.68","0","0","0.0","121","123","0.0","173","0","0","0.032","4.64","0.93","30.77","0","0","0.29","15.1","0.0","0.06","62.07","1.33","1.46","0.85","4.69","313.0","1 piece, cooked (yield from 1 lb raw meat, boneless)","85","3 oz","3","0.148","6.81","28","211","352","119","1.78","0","0","6.51","0.37","0.0","0.4","1.4"
"LAMB","LAMB,VAR MEATS&BY-PRODUCTS,BRAIN,RAW","17185","0","1.33","0","0","0.0","1352","0","0.0","122","0","0","0.044","3.9","0.92","10.4","2","0","0.3","9.0","0.0","0.13","79.2","1.55","0.88","2.19","8.58","28.35","1 oz","113","4 oz","9","0.24","1.75","12","270","296","112","1.17","0","0","11.3","0.29","16.0","0.0","0.0"
"LAMB","LAMB,VAR MEATS&BY-PRODUCTS,BRAIN,CKD,BRSD","17186","0","1.36","0","0","0.0","2043","0","0.0","145","0","0","0.059","2.47","0.99","12.55","0","0","0.24","12.0","0.0","0.11","75.73","1.84","1.04","2.6","10.17","347.0","1 unit, cooked (yield from 1 lb raw meat)","85","3 oz","12","0.21","1.68","14","337","205","134","1.36","0","0","9.25","0.11","12.0","0.0","0.0"
"LAMB","LAMB,VAR MEATS&BY-PRODUCTS,BRAIN,CKD,PAN-FRIED","17187","0","1.82","0","0","0.0","2504","0","0.0","273","0","0","0.067","4.55","1.56","16.97","0","0","0.37","12.0","0.0","0.17","60.71","4.02","2.28","5.67","22.19","240.0","1 unit, cooked (yield from 1 lb raw meat)","85","3 oz","21","0.48","2.04","22","495","358","157","2.0","0","0","24.1","0.23","23.0","0.0","0.0"
"MACKEREL","MACKEREL,SALTED","83110","0","13.4","0","0","0.0","95","95","0.0","305","0","0","0.0","3.3","0.0","18.5","0","47","0.19","73.4","0.0","0.02","43.0","8.32","6.21","7.148","25.1","136.0","1 cup, cooked","0","","66","0.1","1.4","60","254","520","4450","1.1","157","47","12.0","0.41","0.0","2.38","7.8"
"SCALLOP","SCALLOP,(BAY&SEA),CKD,STMD","90240","0","3.06","0","0","0.0","53","81","0.0","112","0","0","0.0","1.3","0.0","23.2","0","30","0.06","27.9","0.0","0.1","73.1","0.068","0.481","0.146","1.4","0.0","","0","","115","0.3","3.0","55","338","476","265","3.0","100","30","1.3","0.1","0.0","1.5","0.2"
"SNAIL","SNAIL,RAW","90560","0","1.3","0","0","2.0","50","65","0.0","90","0","0","0.0","1.4","0.0","16.1","0","30","0.12","27.4","0.0","0.01","79.2","0.259","0.252","0.361","1.4","0.0","","0","","10","0.4","3.5","250","272","382","70","1.0","100","30","0.5","0.13","0.0","5.0","0.1"
"TURTLE","TURTLE,GREEN,RAW","93600","0","1.2","0","0","0.0","50","65","0.0","89","0","0","0.0","1.1","0.0","19.8","0","30","0.15","16.8","0.0","0.12","78.5","0.088","0.17","0.127","0.5","0.0","","0","","118","0.25","1.4","20","180","230","68","1.0","100","30","1.0","0.12","0.0","0.5","0.1"
